Date,Open,High,Low,Close,Volume
2016-09-09 00:00:00,1337.66,1339.51,1327.76,1327.92,92865
2016-09-12 00:00:00,1328.28,1330.2,1320.59,1327.51,114833
2016-09-13 00:00:00,1327.79,1331.91,1315.65,1318.38,124594
2016-09-14 00:00:00,1318.88,1325.95,1313.46,1322.48,103214
2016-09-15 00:00:00,1322.48,1328.38,1309.27,1314.23,110733
2016-09-16 00:00:00,1314.48,1318.0,1306.18,1309.84,88533
2016-09-19 00:00:00,1310.72,1318.33,1309.41,1313.23,76936
2016-09-20 00:00:00,1312.33,1317.88,1311.97,1314.71,70003
2016-09-21 00:00:00,1314.03,1337.05,1307.95,1335.54,132163
2016-09-22 00:00:00,1335.35,1343.6,1331.14,1336.84,92928
2016-09-23 00:00:00,1336.36,1340.48,1333.75,1337.47,80230
2016-09-26 00:00:00,1336.16,1342.06,1332.66,1337.71,101570
2016-09-27 00:00:00,1337.55,1339.43,1324.68,1326.92,109869
2016-09-28 00:00:00,1326.36,1327.49,1317.94,1321.77,75892
2016-09-29 00:00:00,1321.61,1325.74,1316.05,1320.58,98841
2016-09-30 00:00:00,1320.5,1328.02,1313.17,1315.77,121438
2016-10-03 00:00:00,1317.76,1319.56,1309.31,1311.72,81074
2016-10-04 00:00:00,1312.2,1312.92,1266.87,1268.25,136684
2016-10-05 00:00:00,1267.92,1277.02,1262.07,1266.43,106592
2016-10-06 00:00:00,1266.93,1269.35,1249.79,1254.56,99338
2016-10-07 00:00:00,1254.6,1265.31,1241.35,1256.72,112148
2016-10-10 00:00:00,1256.65,1264.83,1256.58,1259.46,70921
2016-10-11 00:00:00,1259.3,1262.11,1252.45,1252.48,96009
2016-10-12 00:00:00,1252.42,1258.8,1249.69,1255.03,85963
2016-10-13 00:00:00,1255.41,1262.21,1253.11,1257.76,93631
2016-10-14 00:00:00,1257.8,1259.34,1246.16,1250.54,107670
2016-10-17 00:00:00,1251.33,1257.15,1250.17,1255.35,78893
2016-10-18 00:00:00,1254.97,1264.64,1254.97,1262.38,78002
2016-10-19 00:00:00,1262.48,1273.27,1260.25,1269.15,76559
2016-10-20 00:00:00,1269.26,1274.44,1264.73,1265.76,69049
2016-10-21 00:00:00,1265.68,1267.91,1261.08,1266.25,61173
2016-10-24 00:00:00,1265.81,1271.82,1260.39,1264.2,68639
2016-10-25 00:00:00,1264.96,1276.64,1262.05,1273.48,79216
2016-10-26 00:00:00,1273.06,1276.4,1264.63,1266.78,75512
2016-10-27 00:00:00,1266.68,1272.69,1265.05,1268.25,88790
2016-10-28 00:00:00,1268.31,1284.12,1261.84,1275.77,101197
2016-10-31 00:00:00,1277.07,1279.43,1271.15,1276.93,90470
2016-11-01 00:00:00,1276.92,1291.83,1275.5,1287.87,101754
2016-11-02 00:00:00,1287.76,1307.92,1287.27,1296.11,124739
2016-11-03 00:00:00,1296.5,1306.63,1285.6,1302.23,124032
2016-11-04 00:00:00,1302.1,1307.07,1294.68,1304.45,115597
2016-11-07 00:00:00,1292.61,1295.82,1278.14,1281.53,144076
2016-11-08 00:00:00,1281.58,1290.48,1272.69,1275.65,144732
2016-11-09 00:00:00,1274.89,1337.08,1267.97,1277.31,359016
2016-11-10 00:00:00,1277.67,1292.18,1252.22,1258.89,228732
2016-11-11 00:00:00,1258.97,1265.37,1218.97,1227.1,210037
2016-11-14 00:00:00,1227.28,1231.2,1211.52,1220.1,238669
2016-11-15 00:00:00,1221.38,1231.46,1218.81,1228.45,224048
2016-11-16 00:00:00,1227.45,1233.01,1221.41,1224.65,202688
2016-11-17 00:00:00,1224.67,1231.33,1211.0,1216.01,206302
2016-11-18 00:00:00,1216.01,1217.68,1202.9,1208.01,198212
2016-11-21 00:00:00,1207.43,1217.52,1205.52,1213.96,167564
2016-11-22 00:00:00,1213.49,1220.94,1206.07,1212.08,162894
2016-11-23 00:00:00,1212.7,1214.92,1181.65,1187.3,165749
2016-11-24 00:00:00,1187.27,1190.82,1180.28,1184.21,107127
2016-11-25 00:00:00,1183.8,1193.21,1170.93,1181.45,164065
2016-11-28 00:00:00,1184.58,1197.53,1182.68,1192.99,203486
2016-11-29 00:00:00,1193.35,1195.0,1181.0,1188.19,191655
2016-11-30 00:00:00,1188.21,1194.85,1170.69,1173.03,201904
2016-12-01 00:00:00,1173.34,1176.65,1160.66,1171.37,210817
2016-12-02 00:00:00,1172.25,1178.04,1166.72,1177.07,169180
2016-12-05 00:00:00,1181.48,1188.02,1156.99,1170.01,234539
2016-12-06 00:00:00,1170.43,1175.26,1166.87,1169.51,165540
2016-12-07 00:00:00,1169.12,1180.16,1165.52,1173.87,145426
2016-12-08 00:00:00,1174.38,1178.57,1169.16,1170.44,148905
2016-12-09 00:00:00,1170.37,1172.0,1156.22,1160.03,144841
2016-12-12 00:00:00,1158.68,1165.71,1151.31,1162.12,148162
2016-12-13 00:00:00,1162.41,1164.92,1154.56,1158.02,140264
2016-12-14 00:00:00,1157.88,1165.12,1139.33,1143.09,167400
2016-12-15 00:00:00,1142.4,1144.36,1122.73,1127.91,202385
2016-12-16 00:00:00,1128.57,1141.18,1126.61,1134.64,139215
2016-12-19 00:00:00,1133.63,1142.29,1133.58,1138.51,141466
2016-12-20 00:00:00,1138.29,1139.65,1125.7,1132.16,171182
2016-12-21 00:00:00,1132.44,1137.07,1129.33,1131.13,103587
2016-12-22 00:00:00,1131.47,1134.03,1127.76,1128.23,127217
2016-12-23 00:00:00,1128.35,1135.72,1128.1,1133.49,75191
2016-12-27 00:00:00,1133.29,1150.47,1131.63,1138.63,90323
2016-12-28 00:00:00,1138.41,1144.42,1136.48,1141.36,97264
2016-12-29 00:00:00,1141.99,1159.46,1141.6,1157.69,111829
2016-12-30 00:00:00,1157.97,1163.13,1149.67,1152.12,107276
2017-01-03 00:00:00,1150.37,1163.79,1146.0,1158.62,181697
2017-01-04 00:00:00,1158.38,1167.83,1156.16,1163.09,192243
2017-01-05 00:00:00,1163.62,1184.93,1162.87,1180.17,222199
2017-01-06 00:00:00,1180.04,1182.52,1170.9,1172.27,72521
2017-01-09 00:00:00,1172.28,1186.05,1171.84,1180.44,44236
2017-01-10 00:00:00,1180.23,1190.51,1180.12,1187.4,49997
2017-01-11 00:00:00,1188.05,1198.16,1177.13,1191.41,66270
2017-01-12 00:00:00,1191.03,1206.9,1190.2,1195.23,61652
2017-01-13 00:00:00,1195.17,1200.79,1187.83,1197.24,57198
2017-01-16 00:00:00,1199.37,1208.65,1198.1,1202.41,31474
2017-01-17 00:00:00,1202.88,1218.75,1202.56,1216.72,65472
2017-01-18 00:00:00,1217.68,1217.68,1202.35,1203.85,52277
2017-01-19 00:00:00,1203.24,1206.44,1195.79,1204.48,64122
2017-01-20 00:00:00,1204.97,1214.87,1198.54,1208.77,63566
2017-01-23 00:00:00,1209.28,1219.41,1209.23,1217.93,58871
2017-01-24 00:00:00,1218.1,1219.93,1206.55,1208.85,47995
2017-01-25 00:00:00,1208.81,1209.72,1193.24,1199.9,54037
2017-01-26 00:00:00,1200.62,1202.5,1184.35,1188.49,57219
2017-01-27 00:00:00,1189.05,1191.51,1180.49,1191.17,53405
2017-01-30 00:00:00,1192.43,1199.33,1188.22,1195.21,42460
2017-01-31 00:00:00,1195.37,1215.25,1193.69,1210.45,77732
2017-02-01 00:00:00,1210.26,1213.12,1198.11,1209.51,88459
2017-02-02 00:00:00,1209.39,1225.15,1208.3,1215.66,106120
2017-02-03 00:00:00,1215.49,1221.27,1206.94,1220.01,99971
2017-02-06 00:00:00,1219.79,1235.51,1219.1,1235.21,81697
2017-02-07 00:00:00,1234.75,1235.69,1227.65,1233.48,74403
2017-02-08 00:00:00,1233.72,1244.61,1230.02,1241.39,110055
2017-02-09 00:00:00,1240.69,1244.37,1225.59,1228.46,104590
2017-02-10 00:00:00,1227.98,1237.01,1221.55,1233.5,111832
2017-02-13 00:00:00,1232.24,1232.8,1219.27,1225.28,99001
2017-02-14 00:00:00,1225.25,1234.42,1221.82,1228.35,104192
2017-02-15 00:00:00,1227.15,1233.17,1216.66,1233.15,94012
2017-02-16 00:00:00,1232.85,1242.28,1231.94,1239.31,110275
2017-02-17 00:00:00,1238.84,1243.68,1234.4,1234.7,99682
2017-02-20 00:00:00,1234.94,1238.94,1232.72,1237.63,45315
2017-02-21 00:00:00,1237.51,1238.76,1226.05,1235.6,92339
2017-02-22 00:00:00,1235.81,1240.3,1231.12,1237.18,100437
2017-02-23 00:00:00,1237.25,1251.01,1235.69,1249.18,100503
2017-02-24 00:00:00,1248.85,1260.08,1247.65,1256.92,97553
2017-02-27 00:00:00,1257.76,1263.76,1250.92,1252.7,94409
2017-02-28 00:00:00,1252.05,1258.36,1247.67,1248.15,105263
2017-03-01 00:00:00,1247.79,1250.52,1236.87,1249.47,132989
2017-03-02 00:00:00,1248.43,1249.79,1230.88,1234.11,105769
2017-03-03 00:00:00,1233.56,1236.19,1222.86,1234.38,113695
2017-03-06 00:00:00,1232.99,1236.74,1224.81,1225.2,92727
2017-03-07 00:00:00,1224.52,1227.08,1214.11,1215.51,86689
2017-03-08 00:00:00,1214.59,1218.46,1206.6,1208.0,98387
2017-03-09 00:00:00,1207.58,1208.93,1199.18,1200.92,108440
2017-03-10 00:00:00,1200.32,1206.24,1194.93,1204.56,106194
2017-03-13 00:00:00,1205.2,1211.1,1202.4,1204.0,104824
2017-03-14 00:00:00,1202.61,1207.55,1197.27,1198.58,120206
2017-03-15 00:00:00,1198.55,1221.97,1197.53,1219.36,108081
2017-03-16 00:00:00,1218.86,1233.67,1217.99,1226.17,119398
2017-03-17 00:00:00,1225.99,1231.6,1224.46,1229.15,79946
2017-03-20 00:00:00,1228.84,1235.43,1228.84,1234.06,70144
2017-03-21 00:00:00,1233.23,1247.49,1226.8,1244.33,109350
2017-03-22 00:00:00,1243.84,1251.24,1243.76,1248.72,118981
2017-03-23 00:00:00,1248.4,1253.18,1242.7,1244.97,114182
2017-03-24 00:00:00,1244.63,1251.77,1240.89,1244.51,97642
2017-03-27 00:00:00,1246.44,1260.97,1246.42,1254.26,97862
2017-03-28 00:00:00,1253.35,1258.31,1247.62,1251.68,103349
2017-03-29 00:00:00,1250.37,1254.58,1247.26,1253.14,123165
2017-03-30 00:00:00,1252.92,1253.78,1242.39,1242.97,93679
2017-03-31 00:00:00,1242.23,1250.52,1239.61,1248.76,93142
2017-04-03 00:00:00,1249.7,1253.63,1244.42,1253.3,82793
2017-04-04 00:00:00,1253.26,1261.22,1253.26,1255.97,85493
2017-04-05 00:00:00,1255.23,1257.25,1243.68,1255.4,119363
2017-04-06 00:00:00,1255.48,1258.86,1249.71,1251.59,114745
2017-04-07 00:00:00,1251.4,1270.91,1250.52,1253.93,135642
2017-04-10 00:00:00,1253.53,1257.03,1247.03,1254.27,49347
2017-04-11 00:00:00,1253.79,1275.08,1252.96,1274.21,59029
2017-04-12 00:00:00,1273.49,1286.69,1271.83,1286.15,61006
2017-04-13 00:00:00,1285.94,1288.47,1281.72,1287.36,61112
2017-04-17 00:00:00,1293.53,1295.4,1281.29,1284.38,44614
2017-04-18 00:00:00,1284.15,1292.23,1278.85,1289.22,60034
2017-04-19 00:00:00,1289.35,1290.57,1274.02,1279.62,54705
2017-04-20 00:00:00,1280.31,1283.32,1276.59,1281.59,57934
2017-04-21 00:00:00,1281.73,1288.14,1278.39,1284.07,53503
2017-04-24 00:00:00,1275.56,1277.31,1265.41,1275.27,62871
2017-04-25 00:00:00,1276.14,1278.05,1261.51,1263.53,52338
2017-04-26 00:00:00,1264.15,1270.5,1259.95,1268.77,58343
2017-04-27 00:00:00,1268.35,1269.47,1261.19,1264.1,51720
2017-04-28 00:00:00,1263.69,1268.47,1263.03,1267.53,40365
2017-05-01 00:00:00,1267.25,1271.06,1254.12,1256.34,36989
2017-05-02 00:00:00,1255.38,1257.65,1251.88,1256.57,39165
2017-05-03 00:00:00,1255.72,1256.85,1235.84,1237.82,48356
2017-05-04 00:00:00,1237.21,1241.19,1225.63,1227.53,51651
2017-05-05 00:00:00,1228.29,1235.51,1225.99,1227.45,55465
2017-05-08 00:00:00,1222.77,1236.43,1220.87,1225.75,45688
2017-05-09 00:00:00,1225.05,1228.49,1214.19,1220.84,46977
2017-05-10 00:00:00,1222.01,1225.55,1217.48,1218.78,45177
2017-05-11 00:00:00,1217.89,1227.63,1216.83,1224.69,41382
2017-05-12 00:00:00,1224.32,1231.64,1224.3,1228.13,39230
2017-05-15 00:00:00,1227.79,1237.21,1226.87,1230.17,38580
2017-05-16 00:00:00,1230.06,1239.04,1230.06,1236.72,40841
2017-05-17 00:00:00,1237.18,1261.15,1236.31,1260.99,69368
2017-05-18 00:00:00,1260.48,1265.02,1245.96,1246.94,89328
2017-05-19 00:00:00,1246.16,1256.37,1246.02,1254.99,102924
2017-05-22 00:00:00,1256.81,1262.52,1251.73,1260.21,87955
2017-05-23 00:00:00,1259.53,1263.67,1250.56,1250.89,55423
2017-05-24 00:00:00,1250.63,1258.84,1247.83,1258.46,92690
2017-05-25 00:00:00,1257.21,1259.58,1253.78,1255.5,81556
2017-05-26 00:00:00,1255.25,1269.41,1252.97,1266.5,75465
2017-05-29 00:00:00,1267.81,1268.91,1265.04,1266.76,21403
2017-05-30 00:00:00,1266.91,1270.36,1259.31,1262.81,120969
2017-05-31 00:00:00,1261.96,1274.03,1259.52,1268.69,160310
2017-06-01 00:00:00,1268.16,1270.26,1261.45,1265.74,148662
2017-06-02 00:00:00,1264.86,1279.43,1258.85,1278.75,169180
2017-06-05 00:00:00,1279.63,1283.36,1277.69,1279.42,128518
2017-06-06 00:00:00,1278.65,1296.0,1278.65,1293.96,183241
2017-06-07 00:00:00,1294.27,1294.87,1282.55,1286.67,175352
2017-06-08 00:00:00,1286.15,1288.86,1271.27,1277.75,205531
2017-06-09 00:00:00,1281.35,1281.52,1264.56,1266.48,217590
2017-06-12 00:00:00,1266.94,1270.33,1263.55,1265.66,189690
2017-06-13 00:00:00,1265.23,1268.85,1259.14,1266.37,142287
2017-06-14 00:00:00,1265.51,1280.89,1257.12,1260.97,244349
2017-06-15 00:00:00,1260.19,1266.6,1251.38,1253.78,219420
2017-06-16 00:00:00,1253.61,1257.08,1251.78,1253.63,133453
2017-06-19 00:00:00,1254.19,1255.58,1242.98,1243.58,111625
2017-06-20 00:00:00,1243.86,1248.01,1241.26,1243.04,100306
2017-06-21 00:00:00,1242.35,1247.73,1240.76,1246.43,124462
2017-06-22 00:00:00,1245.0,1254.78,1245.0,1250.32,132810
2017-06-23 00:00:00,1249.84,1258.8,1249.76,1256.6,96857
2017-06-26 00:00:00,1257.09,1258.02,1235.86,1244.4,125115
2017-06-27 00:00:00,1244.07,1253.0,1241.32,1247.01,99166
2017-06-28 00:00:00,1246.54,1254.82,1246.17,1249.03,100858
2017-06-29 00:00:00,1249.21,1253.11,1239.71,1245.14,117452
2017-06-30 00:00:00,1244.8,1248.16,1239.12,1241.27,102255
2017-07-03 00:00:00,1241.59,1242.61,1218.42,1220.12,86056
2017-07-04 00:00:00,1220.6,1226.43,1220.23,1223.32,43997
2017-07-05 00:00:00,1223.83,1228.77,1217.36,1226.7,98046
2017-07-06 00:00:00,1226.69,1229.1,1222.42,1224.96,104719
2017-07-07 00:00:00,1224.88,1228.36,1207.22,1212.83,190766
2017-07-10 00:00:00,1212.64,1215.53,1204.75,1214.07,143768
2017-07-11 00:00:00,1214.14,1217.34,1208.13,1217.2,160479
2017-07-12 00:00:00,1216.67,1225.66,1213.41,1220.27,172777
2017-07-13 00:00:00,1218.52,1224.36,1216.45,1217.32,148104
2017-07-14 00:00:00,1216.51,1232.75,1214.7,1228.49,165182
2017-07-17 00:00:00,1228.99,1235.97,1228.13,1233.87,127680
2017-07-18 00:00:00,1233.89,1244.48,1232.76,1242.29,177422
2017-07-19 00:00:00,1242.3,1243.97,1235.8,1241.06,140665
2017-07-20 00:00:00,1241.08,1247.46,1235.23,1244.41,192661
2017-07-21 00:00:00,1244.13,1255.63,1243.3,1254.86,162321
2017-07-24 00:00:00,1255.09,1258.75,1251.86,1255.09,145901
2017-07-25 00:00:00,1254.38,1257.68,1249.05,1249.78,158252
2017-07-26 00:00:00,1249.43,1263.43,1243.69,1260.74,151671
2017-07-27 00:00:00,1260.44,1265.18,1254.47,1258.87,179038
2017-07-28 00:00:00,1259.09,1270.77,1257.29,1269.31,179735
2017-07-31 00:00:00,1270.04,1271.04,1265.69,1269.34,151070
2017-08-01 00:00:00,1269.07,1274.02,1262.45,1268.72,183623
2017-08-02 00:00:00,1268.55,1272.73,1262.8,1266.48,179999
2017-08-03 00:00:00,1266.53,1270.76,1256.58,1268.4,176459
2017-08-04 00:00:00,1268.47,1270.08,1254.12,1258.53,173156
2017-08-07 00:00:00,1258.47,1259.84,1255.7,1257.67,121214
2017-08-08 00:00:00,1257.03,1265.13,1251.44,1260.75,174270
2017-08-09 00:00:00,1260.02,1278.64,1260.01,1277.14,220737
2017-08-10 00:00:00,1277.39,1287.76,1274.58,1286.25,218023
2017-08-11 00:00:00,1286.38,1292.05,1281.23,1288.82,195215
2017-08-14 00:00:00,1290.33,1290.33,1278.54,1281.67,185868
2017-08-15 00:00:00,1281.57,1281.96,1267.23,1271.26,196120
2017-08-16 00:00:00,1271.1,1283.75,1267.69,1282.98,206527
2017-08-17 00:00:00,1284.02,1290.07,1281.69,1287.82,261162
2017-08-18 00:00:00,1287.89,1300.74,1283.39,1284.25,275977
2017-08-21 00:00:00,1283.45,1293.78,1280.51,1291.81,209154
2017-08-22 00:00:00,1291.03,1292.5,1281.94,1284.89,186835
2017-08-23 00:00:00,1284.6,1291.36,1282.72,1290.58,195727
2017-08-24 00:00:00,1290.3,1291.13,1284.42,1286.18,203916
2017-08-25 00:00:00,1285.99,1294.54,1275.98,1290.77,225595
2017-08-28 00:00:00,1291.73,1312.03,1291.73,1309.78,179733
2017-08-29 00:00:00,1314.67,1325.94,1304.92,1309.42,327253
2017-08-30 00:00:00,1309.07,1313.66,1305.07,1308.63,231259
2017-08-31 00:00:00,1308.72,1323.56,1297.76,1321.25,242605
2017-09-01 00:00:00,1321.39,1328.74,1316.35,1324.76,232172
2017-09-04 00:00:00,1334.48,1339.81,1331.75,1333.76,141329
2017-09-05 00:00:00,1333.69,1344.28,1326.07,1339.57,279877
2017-09-06 00:00:00,1339.33,1342.39,1331.49,1334.01,250714
2017-09-07 00:00:00,1334.08,1349.82,1332.51,1348.94,273850
2017-09-08 00:00:00,1348.78,1357.44,1342.69,1346.33,294730
2017-09-11 00:00:00,1336.59,1339.97,1326.32,1327.45,230032
2017-09-12 00:00:00,1326.77,1332.07,1322.58,1331.81,234666
2017-09-13 00:00:00,1332.07,1334.6,1320.77,1323.04,228508
2017-09-14 00:00:00,1323.46,1330.61,1315.58,1329.35,245061
2017-09-15 00:00:00,1329.15,1334.3,1319.63,1320.01,253216
2017-09-18 00:00:00,1319.38,1319.87,1304.58,1307.41,199538
2017-09-19 00:00:00,1305.94,1311.62,1305.08,1311.02,216609
2017-09-20 00:00:00,1310.63,1315.94,1295.94,1301.08,248318
2017-09-21 00:00:00,1300.86,1301.67,1288.06,1291.24,253808
2017-09-22 00:00:00,1290.72,1298.62,1290.72,1297.12,208889
2017-09-25 00:00:00,1297.88,1312.01,1289.23,1310.5,256901
2017-09-26 00:00:00,1310.04,1313.58,1292.11,1293.62,248628
2017-09-27 00:00:00,1293.82,1296.15,1281.39,1282.7,253880
2017-09-28 00:00:00,1282.05,1288.72,1277.67,1287.31,240969
2017-09-29 00:00:00,1286.82,1290.31,1275.92,1278.98,220083
2017-10-02 00:00:00,1279.51,1280.06,1269.51,1270.75,209137
2017-10-03 00:00:00,1270.11,1274.66,1268.25,1271.72,173515
2017-10-04 00:00:00,1271.6,1282.15,1270.48,1274.59,193146
2017-10-05 00:00:00,1274.64,1278.92,1266.3,1268.04,182722
2017-10-06 00:00:00,1267.94,1276.4,1260.52,1276.23,217797
2017-10-09 00:00:00,1276.08,1285.34,1275.21,1283.85,155904
2017-10-10 00:00:00,1284.18,1294.12,1282.03,1287.63,230271
2017-10-11 00:00:00,1288.02,1293.5,1284.51,1291.64,221810
2017-10-12 00:00:00,1291.7,1297.43,1289.6,1293.42,198622
2017-10-13 00:00:00,1293.34,1303.71,1290.89,1303.52,223005
2017-10-16 00:00:00,1302.49,1306.0,1290.41,1295.02,204106
2017-10-17 00:00:00,1294.84,1296.2,1281.31,1285.07,213781
2017-10-18 00:00:00,1284.72,1288.81,1276.94,1280.84,195716
2017-10-19 00:00:00,1280.58,1290.44,1276.57,1289.64,266155
2017-10-20 00:00:00,1289.75,1291.06,1277.88,1280.1,247705
2017-10-23 00:00:00,1279.53,1283.25,1272.53,1281.94,212962
2017-10-24 00:00:00,1282.05,1283.62,1273.71,1276.62,225149
2017-10-25 00:00:00,1276.53,1279.99,1270.98,1277.39,267938
2017-10-26 00:00:00,1277.13,1282.51,1265.69,1267.0,266503
2017-10-27 00:00:00,1266.89,1274.01,1263.64,1273.83,253861
2017-10-30 00:00:00,1272.86,1278.79,1268.92,1276.25,134747
2017-10-31 00:00:00,1276.12,1278.13,1267.69,1270.75,196836
2017-11-01 00:00:00,1270.59,1280.86,1267.95,1274.5,258009
2017-11-02 00:00:00,1274.61,1284.12,1273.34,1275.85,257474
2017-11-03 00:00:00,1276.75,1280.57,1265.43,1269.76,197627
2017-11-06 00:00:00,1269.17,1282.87,1266.01,1281.79,219059
2017-11-07 00:00:00,1281.39,1281.76,1271.85,1275.13,215006
2017-11-08 00:00:00,1275.39,1287.18,1275.35,1281.34,213992
2017-11-09 00:00:00,1281.3,1288.45,1279.94,1284.93,292727
2017-11-10 00:00:00,1285.17,1287.03,1273.38,1275.64,234603
2017-11-13 00:00:00,1274.79,1279.72,1274.27,1278.2,192188
2017-11-14 00:00:00,1278.13,1283.57,1269.97,1280.09,221313
2017-11-15 00:00:00,1280.23,1289.59,1276.69,1278.12,276892
2017-11-16 00:00:00,1277.77,1281.76,1275.1,1278.52,220623
2017-11-17 00:00:00,1278.73,1296.9,1278.22,1294.11,248322
2017-11-20 00:00:00,1293.57,1294.73,1274.44,1276.75,245354
2017-11-21 00:00:00,1276.78,1284.71,1276.22,1280.31,223887
2017-11-22 00:00:00,1280.44,1294.64,1279.01,1291.99,228666
2017-11-23 00:00:00,1291.9,1293.52,1286.93,1290.82,110640
2017-11-24 00:00:00,1291.52,1293.19,1285.62,1288.0,166200
2017-11-27 00:00:00,1288.42,1299.18,1286.73,1294.31,196094
2017-11-28 00:00:00,1293.63,1297.41,1290.63,1293.56,206179
2017-11-29 00:00:00,1293.67,1296.64,1281.99,1283.5,253969
2017-11-30 00:00:00,1283.83,1285.25,1270.33,1274.82,259843
2017-12-01 00:00:00,1274.4,1289.27,1271.6,1280.23,318182
2017-12-04 00:00:00,1274.49,1277.32,1271.0,1275.99,245327
2017-12-05 00:00:00,1275.85,1277.0,1260.95,1265.76,221757
2017-12-06 00:00:00,1265.67,1269.21,1262.53,1263.25,253133
2017-12-07 00:00:00,1262.28,1264.42,1243.9,1246.98,233843
2017-12-08 00:00:00,1247.35,1252.34,1243.55,1248.4,224976
2017-12-11 00:00:00,1247.39,1251.5,1240.67,1242.05,182717
2017-12-12 00:00:00,1241.71,1246.17,1236.46,1244.34,182998
2017-12-13 00:00:00,1244.16,1257.04,1240.23,1255.57,241076
2017-12-14 00:00:00,1255.17,1259.03,1250.46,1252.6,228559
2017-12-15 00:00:00,1252.7,1261.81,1252.67,1255.0,223304
2017-12-18 00:00:00,1255.16,1263.95,1252.73,1261.96,202932
2017-12-19 00:00:00,1262.03,1265.24,1259.22,1261.51,190523
2017-12-20 00:00:00,1261.32,1267.84,1261.3,1265.35,197942
2017-12-21 00:00:00,1265.16,1268.94,1262.75,1266.53,169437
2017-12-22 00:00:00,1266.41,1276.22,1264.97,1274.78,163244
2017-12-26 00:00:00,1274.32,1283.78,1273.31,1282.79,106489
2017-12-27 00:00:00,1283.16,1288.92,1281.28,1287.1,171091
2017-12-28 00:00:00,1287.73,1295.18,1286.95,1294.84,169085
2017-12-29 00:00:00,1294.73,1307.52,1293.83,1302.65,165403
2018-01-02 00:00:00,1302.67,1318.87,1302.21,1317.33,200819
2018-01-03 00:00:00,1317.39,1321.41,1307.4,1313.05,203129
2018-01-04 00:00:00,1312.83,1325.96,1305.85,1322.65,215943
2018-01-05 00:00:00,1322.58,1323.4,1313.62,1319.25,213395
